Replicate,Species_Treatment,CO2,H2O,Glasshouse,Day,Transpiration (ml),Transpiration (l)
39,POPAD,A,D,5,48,450,0.45
39,POPAD,A,D,5,49,300,0.3
39,POPAD,A,D,5,50,300,0.3
39,POPAD,A,D,5,51,350,0.35
39,POPAD,A,D,5,52,350,0.35
39,POPAD,A,D,5,53,267,0.267
39,POPAD,A,D,5,54,267,0.267
39,POPAD,A,D,5,55,267,0.267
39,POPAD,A,D,5,56,300,0.3
39,POPAD,A,D,5,57,300,0.3
39,POPAD,A,D,5,58,400,0.4
39,POPAD,A,D,5,59,400,0.4
39,POPAD,A,D,5,60,267,0.267
39,POPAD,A,D,5,61,267,0.267
39,POPAD,A,D,5,62,267,0.267
39,POPAD,A,D,5,63,500,0.5
39,POPAD,A,D,5,64,500,0.5
39,POPAD,A,D,5,65,500,0.5
39,POPAD,A,D,5,66,200,0.2
39,POPAD,A,D,5,67,433,0.433
39,POPAD,A,D,5,68,433,0.433
39,POPAD,A,D,5,69,433,0.433
39,POPAD,A,D,5,70,350,0.35
39,POPAD,A,D,5,71,350,0.35
39,POPAD,A,D,5,72,350,0.35
39,POPAD,A,D,5,73,350,0.35
39,POPAD,A,D,5,74,350,0.35
39,POPAD,A,D,5,75,350,0.35
39,POPAD,A,D,5,76,350,0.35
39,POPAD,A,D,5,77,575,0.575
39,POPAD,A,D,5,78,575,0.575
39,POPAD,A,D,5,79,300,0.3
39,POPAD,A,D,5,80,300,0.3
39,POPAD,A,D,5,81,367,0.367
39,POPAD,A,D,5,82,367,0.367
39,POPAD,A,D,5,83,367,0.367
39,POPAD,A,D,5,84,500,0.5
39,POPAD,A,D,5,85,500,0.5
39,POPAD,A,D,5,86,500,0.5
39,POPAD,A,D,5,87,150,0.15
39,POPAD,A,D,5,88,433,0.433
39,POPAD,A,D,5,89,433,0.433
39,POPAD,A,D,5,90,433,0.433
39,POPAD,A,D,5,91,250,0.25
39,POPAD,A,D,5,92,250,0.25
39,POPAD,A,D,5,93,550,0.55
39,POPAD,A,D,5,94,550,0.55
39,POPAD,A,D,5,95,733,0.733
39,POPAD,A,D,5,96,733,0.733
39,POPAD,A,D,5,97,733,0.733
39,POPAD,A,D,5,98,200,0.2
39,POPAD,A,D,5,99,200,0.2
39,POPAD,A,D,5,100,550,0.55
39,POPAD,A,D,5,101,550,0.55
39,POPAD,A,D,5,102,400,0.4
39,POPAD,A,D,5,103,400,0.4
39,POPAD,A,D,5,104,400,0.4
39,POPAD,A,D,5,105,400,0.4
39,POPAD,A,D,5,106,400,0.4
39,POPAD,A,D,5,107,800,0.8
39,POPAD,A,D,5,108,800,0.8
39,POPAD,A,D,5,109,263,0.263
39,POPAD,A,D,5,110,263,0.263
39,POPAD,A,D,5,111,263,0.263
39,POPAD,A,D,5,112,263,0.263
39,POPAD,A,D,5,113,550,0.55
39,POPAD,A,D,5,114,250,0.25
39,POPAD,A,D,5,115,250,0.25
39,POPAD,A,D,5,116,633,0.633
39,POPAD,A,D,5,117,633,0.633
39,POPAD,A,D,5,118,633,0.633
39,POPAD,A,D,5,119,600,0.6
39,POPAD,A,D,5,120,600,0.6
39,POPAD,A,D,5,121,300,0.3
39,POPAD,A,D,5,122,300,0.3
39,POPAD,A,D,5,123,967,0.967
39,POPAD,A,D,5,124,967,0.967
39,POPAD,A,D,5,125,967,0.967
39,POPAD,A,D,5,126,550,0.55
39,POPAD,A,D,5,127,550,0.55
39,POPAD,A,D,5,128,750,0.75
39,POPAD,A,D,5,129,750,0.75
39,POPAD,A,D,5,130,600,0.6
39,POPAD,A,D,5,131,600,0.6
39,POPAD,A,D,5,132,600,0.6
39,POPAD,A,D,5,133,800,0.8
39,POPAD,A,D,5,134,800,0.8
39,POPAD,A,D,5,135,500,0.5
39,POPAD,A,D,5,136,500,0.5
39,POPAD,A,D,5,137,600,0.6
39,POPAD,A,D,5,138,600,0.6
39,POPAD,A,D,5,139,600,0.6
39,POPAD,A,D,5,140,600,0.6
39,POPAD,A,D,5,141,600,0.6
39,POPAD,A,D,5,142,750,0.75
39,POPAD,A,D,5,143,450,0.45
39,POPAD,A,D,5,144,450,0.45
39,POPAD,A,D,5,145,450,0.45
39,POPAD,A,D,5,146,467,0.467
39,POPAD,A,D,5,147,500,0.5
39,POPAD,A,D,5,148,500,0.5
39,POPAD,A,D,5,149,900,0.9
39,POPAD,A,D,5,150,800,0.8
39,POPAD,A,D,5,151,700,0.7
39,POPAD,A,D,5,152,500,0.5
39,POPAD,A,D,5,153,500,0.5
39,POPAD,A,D,5,154,600,0.6
39,POPAD,A,D,5,155,600,0.6
39,POPAD,A,D,5,156,725,0.725
39,POPAD,A,D,5,157,725,0.725
39,POPAD,A,D,5,158,733,0.733
39,POPAD,A,D,5,159,733,0.733
39,POPAD,A,D,5,160,733,0.733
39,POPAD,A,D,5,161,850,0.85
39,POPAD,A,D,5,162,850,0.85
39,POPAD,A,D,5,163,850,0.85
39,POPAD,A,D,5,164,850,0.85
39,POPAD,A,D,5,165,500,0.5
39,POPAD,A,D,5,166,500,0.5
39,POPAD,A,D,5,167,500,0.5
39,POPAD,A,D,5,168,350,0.35
39,POPAD,A,D,5,169,350,0.35
39,POPAD,A,D,5,170,529,0.529
39,POPAD,A,D,5,171,529,0.529
39,POPAD,A,D,5,172,529,0.529
39,POPAD,A,D,5,173,529,0.529
39,POPAD,A,D,5,174,529,0.529
39,POPAD,A,D,5,175,529,0.529
39,POPAD,A,D,5,176,357,0.357
39,POPAD,A,D,5,177,357,0.357
39,POPAD,A,D,5,178,357,0.357
39,POPAD,A,D,5,179,357,0.357
39,POPAD,A,D,5,180,357,0.357
39,POPAD,A,D,5,181,357,0.357
39,POPAD,A,D,5,182,357,0.357
39,POPAD,A,D,5,183,357,0.357
39,POPAD,A,D,5,184,557,0.557
39,POPAD,A,D,5,185,557,0.557
39,POPAD,A,D,5,186,557,0.557
39,POPAD,A,D,5,187,557,0.557
39,POPAD,A,D,5,188,557,0.557
39,POPAD,A,D,5,189,557,0.557
39,POPAD,A,D,5,190,557,0.557
39,POPAD,A,D,5,191,243,0.243
39,POPAD,A,D,5,192,200,0.2
39,POPAD,A,D,5,193,343,0.343
39,POPAD,A,D,5,194,200,0.2
39,POPAD,A,D,5,195,243,0.243
39,POPAD,A,D,5,196,300,0.3
39,POPAD,A,D,5,197,200,0.2
39,POPAD,A,D,5,198,250,0.25
39,POPAD,A,D,5,199,150,0.15
39,POPAD,A,D,5,200,350,0.35
39,POPAD,A,D,5,201,250,0.25
39,POPAD,A,D,5,202,350,0.35
39,POPAD,A,D,5,203,400,0.4
39,POPAD,A,D,5,204,200,0.2
39,POPAD,A,D,5,205,650,0.65
39,POPAD,A,D,5,206,650,0.65
39,POPAD,A,D,5,207,467,0.467
39,POPAD,A,D,5,208,467,0.467
39,POPAD,A,D,5,209,467,0.467
39,POPAD,A,D,5,210,300,0.3
39,POPAD,A,D,5,211,300,0.3
39,POPAD,A,D,5,212,720,0.72
39,POPAD,A,D,5,213,720,0.72
39,POPAD,A,D,5,214,720,0.72
39,POPAD,A,D,5,215,720,0.72
39,POPAD,A,D,5,216,720,0.72
39,POPAD,A,D,5,217,300,0.3
39,POPAD,A,D,5,218,300,0.3
39,POPAD,A,D,5,219,700,0.7
39,POPAD,A,D,5,220,700,0.7
39,POPAD,A,D,5,221,533,0.533
39,POPAD,A,D,5,222,533,0.533
39,POPAD,A,D,5,223,533,0.533
39,POPAD,A,D,5,224,500,0.5
39,POPAD,A,D,5,225,500,0.5
39,POPAD,A,D,5,226,500,0.5
39,POPAD,A,D,5,227,500,0.5
39,POPAD,A,D,5,228,467,0.467
39,POPAD,A,D,5,229,467,0.467
39,POPAD,A,D,5,230,467,0.467
39,POPAD,A,D,5,231,467,0.467
39,POPAD,A,D,5,232,467,0.467
40,POPAND,A,ND,5,1,600,0.6
40,POPAND,A,ND,5,2,600,0.6
40,POPAND,A,ND,5,3,600,0.6
40,POPAND,A,ND,5,4,400,0.4
40,POPAND,A,ND,5,5,900,0.9
40,POPAND,A,ND,5,6,900,0.9
40,POPAND,A,ND,5,7,500,0.5
40,POPAND,A,ND,5,8,300,0.3
40,POPAND,A,ND,5,9,400,0.4
40,POPAND,A,ND,5,10,400,0.4
40,POPAND,A,ND,5,11,333,0.333
40,POPAND,A,ND,5,12,333,0.333
40,POPAND,A,ND,5,13,333,0.333
40,POPAND,A,ND,5,14,600,0.6
40,POPAND,A,ND,5,15,600,0.6
40,POPAND,A,ND,5,16,200,0.2
40,POPAND,A,ND,5,17,200,0.2
40,POPAND,A,ND,5,18,477,0.477
40,POPAND,A,ND,5,19,477,0.477
40,POPAND,A,ND,5,20,477,0.477
40,POPAND,A,ND,5,21,210,0.21
40,POPAND,A,ND,5,22,210,0.21
40,POPAND,A,ND,5,23,210,0.21
40,POPAND,A,ND,5,24,210,0.21
40,POPAND,A,ND,5,25,210,0.21
40,POPAND,A,ND,5,26,210,0.21
40,POPAND,A,ND,5,27,210,0.21
40,POPAND,A,ND,5,28,200,0.2
40,POPAND,A,ND,5,29,300,0.3
40,POPAND,A,ND,5,30,700,0.7
40,POPAND,A,ND,5,31,400,0.4
40,POPAND,A,ND,5,32,200,0.2
40,POPAND,A,ND,5,33,200,0.2
40,POPAND,A,ND,5,34,200,0.2
40,POPAND,A,ND,5,35,300,0.3
40,POPAND,A,ND,5,36,300,0.3
40,POPAND,A,ND,5,37,500,0.5
40,POPAND,A,ND,5,38,500,0.5
40,POPAND,A,ND,5,39,733,0.733
40,POPAND,A,ND,5,40,733,0.733
40,POPAND,A,ND,5,41,733,0.733
40,POPAND,A,ND,5,42,300,0.3
40,POPAND,A,ND,5,43,300,0.3
40,POPAND,A,ND,5,44,300,0.3
40,POPAND,A,ND,5,45,300,0.3
40,POPAND,A,ND,5,46,500,0.5
40,POPAND,A,ND,5,47,500,0.5
40,POPAND,A,ND,5,48,700,0.7
40,POPAND,A,ND,5,49,900,0.9
40,POPAND,A,ND,5,50,900,0.9
40,POPAND,A,ND,5,51,550,0.55
40,POPAND,A,ND,5,52,550,0.55
40,POPAND,A,ND,5,53,567,0.567
40,POPAND,A,ND,5,54,567,0.567
40,POPAND,A,ND,5,55,567,0.567
40,POPAND,A,ND,5,56,500,0.5
40,POPAND,A,ND,5,57,500,0.5
40,POPAND,A,ND,5,58,500,0.5
40,POPAND,A,ND,5,59,500,0.5
40,POPAND,A,ND,5,60,500,0.5
40,POPAND,A,ND,5,61,500,0.5
40,POPAND,A,ND,5,62,500,0.5
40,POPAND,A,ND,5,63,833,0.833
40,POPAND,A,ND,5,64,833,0.833
40,POPAND,A,ND,5,65,833,0.833
40,POPAND,A,ND,5,66,500,0.5
40,POPAND,A,ND,5,67,600,0.6
40,POPAND,A,ND,5,68,600,0.6
40,POPAND,A,ND,5,69,600,0.6
40,POPAND,A,ND,5,70,600,0.6
40,POPAND,A,ND,5,71,600,0.6
40,POPAND,A,ND,5,72,660,0.66
40,POPAND,A,ND,5,73,660,0.66
40,POPAND,A,ND,5,74,660,0.66
40,POPAND,A,ND,5,75,660,0.66
40,POPAND,A,ND,5,76,660,0.66
40,POPAND,A,ND,5,77,750,0.75
40,POPAND,A,ND,5,78,750,0.75
40,POPAND,A,ND,5,79,500,0.5
40,POPAND,A,ND,5,80,500,0.5
40,POPAND,A,ND,5,81,800,0.8
40,POPAND,A,ND,5,82,800,0.8
40,POPAND,A,ND,5,83,800,0.8
40,POPAND,A,ND,5,84,733,0.733
40,POPAND,A,ND,5,85,733,0.733
40,POPAND,A,ND,5,86,733,0.733
40,POPAND,A,ND,5,87,500,0.5
40,POPAND,A,ND,5,88,800,0.8
40,POPAND,A,ND,5,89,800,0.8
40,POPAND,A,ND,5,90,800,0.8
40,POPAND,A,ND,5,91,400,0.4
40,POPAND,A,ND,5,92,400,0.4
40,POPAND,A,ND,5,93,600,0.6
40,POPAND,A,ND,5,94,600,0.6
40,POPAND,A,ND,5,95,867,0.867
40,POPAND,A,ND,5,96,867,0.867
40,POPAND,A,ND,5,97,867,0.867
40,POPAND,A,ND,5,98,600,0.6
40,POPAND,A,ND,5,99,600,0.6
40,POPAND,A,ND,5,100,500,0.5
40,POPAND,A,ND,5,101,500,0.5
40,POPAND,A,ND,5,102,967,0.967
40,POPAND,A,ND,5,103,967,0.967
40,POPAND,A,ND,5,104,967,0.967
40,POPAND,A,ND,5,105,700,0.7
40,POPAND,A,ND,5,106,700,0.7
40,POPAND,A,ND,5,107,750,0.75
40,POPAND,A,ND,5,108,750,0.75
40,POPAND,A,ND,5,109,525,0.525
40,POPAND,A,ND,5,110,525,0.525
40,POPAND,A,ND,5,111,525,0.525
40,POPAND,A,ND,5,112,525,0.525
40,POPAND,A,ND,5,113,900,0.9
40,POPAND,A,ND,5,114,700,0.7
40,POPAND,A,ND,5,115,700,0.7
40,POPAND,A,ND,5,116,800,0.8
40,POPAND,A,ND,5,117,800,0.8
40,POPAND,A,ND,5,118,800,0.8
40,POPAND,A,ND,5,119,1200,1.2
40,POPAND,A,ND,5,120,1200,1.2
40,POPAND,A,ND,5,121,600,0.6
40,POPAND,A,ND,5,122,600,0.6
40,POPAND,A,ND,5,123,1533,1.533
40,POPAND,A,ND,5,124,1533,1.533
40,POPAND,A,ND,5,125,1533,1.533
40,POPAND,A,ND,5,126,1000,1
40,POPAND,A,ND,5,127,1000,1
40,POPAND,A,ND,5,128,1200,1.2
40,POPAND,A,ND,5,129,1200,1.2
40,POPAND,A,ND,5,130,867,0.867
40,POPAND,A,ND,5,131,867,0.867
40,POPAND,A,ND,5,132,867,0.867
40,POPAND,A,ND,5,133,900,0.9
40,POPAND,A,ND,5,134,900,0.9
40,POPAND,A,ND,5,135,600,0.6
40,POPAND,A,ND,5,136,600,0.6
40,POPAND,A,ND,5,137,667,0.667
40,POPAND,A,ND,5,138,667,0.667
40,POPAND,A,ND,5,139,667,0.667
40,POPAND,A,ND,5,140,900,0.9
40,POPAND,A,ND,5,141,900,0.9
40,POPAND,A,ND,5,142,1100,1.1
40,POPAND,A,ND,5,143,700,0.7
40,POPAND,A,ND,5,144,700,0.7
40,POPAND,A,ND,5,145,700,0.7
40,POPAND,A,ND,5,146,667,0.667
40,POPAND,A,ND,5,147,600,0.6
40,POPAND,A,ND,5,148,600,0.6
40,POPAND,A,ND,5,149,1200,1.2
40,POPAND,A,ND,5,150,1200,1.2
40,POPAND,A,ND,5,151,1000,1
40,POPAND,A,ND,5,152,1000,1
40,POPAND,A,ND,5,153,1000,1
40,POPAND,A,ND,5,154,900,0.9
40,POPAND,A,ND,5,155,900,0.9
40,POPAND,A,ND,5,156,850,0.85
40,POPAND,A,ND,5,157,850,0.85
40,POPAND,A,ND,5,158,1067,1.067
40,POPAND,A,ND,5,159,1067,1.067
40,POPAND,A,ND,5,160,1067,1.067
40,POPAND,A,ND,5,161,1100,1.1
40,POPAND,A,ND,5,162,1100,1.1
40,POPAND,A,ND,5,163,1300,1.3
40,POPAND,A,ND,5,164,1300,1.3
40,POPAND,A,ND,5,165,1200,1.2
40,POPAND,A,ND,5,166,1200,1.2
40,POPAND,A,ND,5,167,1200,1.2
40,POPAND,A,ND,5,168,1000,1
40,POPAND,A,ND,5,169,900,0.9
40,POPAND,A,ND,5,170,1171,1.171
40,POPAND,A,ND,5,171,1171,1.171
40,POPAND,A,ND,5,172,1171,1.171
40,POPAND,A,ND,5,173,1171,1.171
40,POPAND,A,ND,5,174,1171,1.171
40,POPAND,A,ND,5,175,1171,1.171
40,POPAND,A,ND,5,176,943,0.943
40,POPAND,A,ND,5,177,943,0.943
40,POPAND,A,ND,5,178,943,0.943
40,POPAND,A,ND,5,179,943,0.943
40,POPAND,A,ND,5,180,943,0.943
40,POPAND,A,ND,5,181,943,0.943
40,POPAND,A,ND,5,182,943,0.943
40,POPAND,A,ND,5,183,943,0.943
40,POPAND,A,ND,5,184,1400,1.4
40,POPAND,A,ND,5,185,1400,1.4
40,POPAND,A,ND,5,186,1100,1.1
40,POPAND,A,ND,5,187,1100,1.1
40,POPAND,A,ND,5,188,1100,1.1
40,POPAND,A,ND,5,189,1400,1.4
40,POPAND,A,ND,5,190,1000,1
40,POPAND,A,ND,5,191,910,0.91
40,POPAND,A,ND,5,192,750,0.75
40,POPAND,A,ND,5,193,800,0.8
40,POPAND,A,ND,5,194,814,0.814
40,POPAND,A,ND,5,195,900,0.9
40,POPAND,A,ND,5,196,900,0.9
40,POPAND,A,ND,5,197,800,0.8
40,POPAND,A,ND,5,198,900,0.9
40,POPAND,A,ND,5,199,850,0.85
40,POPAND,A,ND,5,200,790,0.79
40,POPAND,A,ND,5,201,1000,1
40,POPAND,A,ND,5,202,800,0.8
40,POPAND,A,ND,5,203,700,0.7
40,POPAND,A,ND,5,204,680,0.68
40,POPAND,A,ND,5,205,1400,1.4
40,POPAND,A,ND,5,206,1400,1.4
40,POPAND,A,ND,5,207,1267,1.267
40,POPAND,A,ND,5,208,1267,1.267
40,POPAND,A,ND,5,209,1267,1.267
40,POPAND,A,ND,5,210,900,0.9
40,POPAND,A,ND,5,211,900,0.9
40,POPAND,A,ND,5,212,1520,1.52
40,POPAND,A,ND,5,213,1520,1.52
40,POPAND,A,ND,5,214,1520,1.52
40,POPAND,A,ND,5,215,1520,1.52
40,POPAND,A,ND,5,216,1520,1.52
40,POPAND,A,ND,5,217,1100,1.1
40,POPAND,A,ND,5,218,1100,1.1
40,POPAND,A,ND,5,219,1600,1.6
40,POPAND,A,ND,5,220,1600,1.6
40,POPAND,A,ND,5,221,1467,1.467
40,POPAND,A,ND,5,222,1467,1.467
40,POPAND,A,ND,5,223,1467,1.467
40,POPAND,A,ND,5,224,1300,1.3
40,POPAND,A,ND,5,225,1300,1.3
40,POPAND,A,ND,5,226,1300,1.3
40,POPAND,A,ND,5,227,1300,1.3
40,POPAND,A,ND,5,228,1267,1.267
40,POPAND,A,ND,5,229,1267,1.267
40,POPAND,A,ND,5,230,1267,1.267
40,POPAND,A,ND,5,231,1267,1.267
40,POPAND,A,ND,5,232,1267,1.267
41,POPAND,A,ND,5,1,400,0.4
41,POPAND,A,ND,5,2,400,0.4
41,POPAND,A,ND,5,3,600,0.6
41,POPAND,A,ND,5,4,900,0.9
41,POPAND,A,ND,5,5,700,0.7
41,POPAND,A,ND,5,6,700,0.7
41,POPAND,A,ND,5,7,400,0.4
41,POPAND,A,ND,5,8,400,0.4
41,POPAND,A,ND,5,9,400,0.4
41,POPAND,A,ND,5,10,400,0.4
41,POPAND,A,ND,5,11,333,0.333
41,POPAND,A,ND,5,12,333,0.333
41,POPAND,A,ND,5,13,333,0.333
41,POPAND,A,ND,5,14,600,0.6
41,POPAND,A,ND,5,15,600,0.6
41,POPAND,A,ND,5,16,200,0.2
41,POPAND,A,ND,5,17,200,0.2
41,POPAND,A,ND,5,18,477,0.477
41,POPAND,A,ND,5,19,477,0.477
41,POPAND,A,ND,5,20,477,0.477
41,POPAND,A,ND,5,21,296,0.296
41,POPAND,A,ND,5,22,296,0.296
41,POPAND,A,ND,5,23,296,0.296
41,POPAND,A,ND,5,24,296,0.296
41,POPAND,A,ND,5,25,296,0.296
41,POPAND,A,ND,5,26,296,0.296
41,POPAND,A,ND,5,27,296,0.296
41,POPAND,A,ND,5,28,200,0.2
41,POPAND,A,ND,5,29,200,0.2
41,POPAND,A,ND,5,30,600,0.6
41,POPAND,A,ND,5,31,500,0.5
41,POPAND,A,ND,5,32,133,0.133
41,POPAND,A,ND,5,33,133,0.133
41,POPAND,A,ND,5,34,133,0.133
41,POPAND,A,ND,5,35,700,0.7
41,POPAND,A,ND,5,36,700,0.7
41,POPAND,A,ND,5,37,200,0.2
41,POPAND,A,ND,5,38,200,0.2
41,POPAND,A,ND,5,39,600,0.6
41,POPAND,A,ND,5,40,600,0.6
41,POPAND,A,ND,5,41,600,0.6
41,POPAND,A,ND,5,42,400,0.4
41,POPAND,A,ND,5,43,400,0.4
41,POPAND,A,ND,5,44,300,0.3
41,POPAND,A,ND,5,45,300,0.3
41,POPAND,A,ND,5,46,500,0.5
41,POPAND,A,ND,5,47,500,0.5
41,POPAND,A,ND,5,48,700,0.7
41,POPAND,A,ND,5,49,900,0.9
41,POPAND,A,ND,5,50,900,0.9
41,POPAND,A,ND,5,51,650,0.65
41,POPAND,A,ND,5,52,650,0.65
41,POPAND,A,ND,5,53,567,0.567
41,POPAND,A,ND,5,54,567,0.567
41,POPAND,A,ND,5,55,567,0.567
41,POPAND,A,ND,5,56,500,0.5
41,POPAND,A,ND,5,57,500,0.5
41,POPAND,A,ND,5,58,300,0.3
41,POPAND,A,ND,5,59,300,0.3
41,POPAND,A,ND,5,60,700,0.7
41,POPAND,A,ND,5,61,700,0.7
41,POPAND,A,ND,5,62,700,0.7
41,POPAND,A,ND,5,63,767,0.767
41,POPAND,A,ND,5,64,767,0.767
41,POPAND,A,ND,5,65,767,0.767
41,POPAND,A,ND,5,66,300,0.3
41,POPAND,A,ND,5,67,667,0.667
41,POPAND,A,ND,5,68,667,0.667
41,POPAND,A,ND,5,69,667,0.667
41,POPAND,A,ND,5,70,600,0.6
41,POPAND,A,ND,5,71,600,0.6
41,POPAND,A,ND,5,72,580,0.58
41,POPAND,A,ND,5,73,580,0.58
41,POPAND,A,ND,5,74,580,0.58
41,POPAND,A,ND,5,75,580,0.58
41,POPAND,A,ND,5,76,580,0.58
41,POPAND,A,ND,5,77,850,0.85
41,POPAND,A,ND,5,78,850,0.85
41,POPAND,A,ND,5,79,800,0.8
41,POPAND,A,ND,5,80,800,0.8
41,POPAND,A,ND,5,81,800,0.8
41,POPAND,A,ND,5,82,800,0.8
41,POPAND,A,ND,5,83,800,0.8
41,POPAND,A,ND,5,84,600,0.6
41,POPAND,A,ND,5,85,600,0.6
41,POPAND,A,ND,5,86,600,0.6
41,POPAND,A,ND,5,87,900,0.9
41,POPAND,A,ND,5,88,800,0.8
41,POPAND,A,ND,5,89,800,0.8
41,POPAND,A,ND,5,90,800,0.8
41,POPAND,A,ND,5,91,200,0.2
41,POPAND,A,ND,5,92,200,0.2
41,POPAND,A,ND,5,93,700,0.7
41,POPAND,A,ND,5,94,700,0.7
41,POPAND,A,ND,5,95,800,0.8
41,POPAND,A,ND,5,96,800,0.8
41,POPAND,A,ND,5,97,800,0.8
41,POPAND,A,ND,5,98,400,0.4
41,POPAND,A,ND,5,99,400,0.4
41,POPAND,A,ND,5,100,800,0.8
41,POPAND,A,ND,5,101,800,0.8
41,POPAND,A,ND,5,102,1100,1.1
41,POPAND,A,ND,5,103,1100,1.1
41,POPAND,A,ND,5,104,1100,1.1
41,POPAND,A,ND,5,105,500,0.5
41,POPAND,A,ND,5,106,500,0.5
41,POPAND,A,ND,5,107,850,0.85
41,POPAND,A,ND,5,108,850,0.85
41,POPAND,A,ND,5,109,775,0.775
41,POPAND,A,ND,5,110,775,0.775
41,POPAND,A,ND,5,111,775,0.775
41,POPAND,A,ND,5,112,775,0.775
41,POPAND,A,ND,5,113,500,0.5
41,POPAND,A,ND,5,114,300,0.3
41,POPAND,A,ND,5,115,300,0.3
41,POPAND,A,ND,5,116,733,0.733
41,POPAND,A,ND,5,117,733,0.733
41,POPAND,A,ND,5,118,733,0.733
41,POPAND,A,ND,5,119,1200,1.2
41,POPAND,A,ND,5,120,1200,1.2
41,POPAND,A,ND,5,121,600,0.6
41,POPAND,A,ND,5,122,600,0.6
41,POPAND,A,ND,5,123,1533,1.533
41,POPAND,A,ND,5,124,1533,1.533
41,POPAND,A,ND,5,125,1533,1.533
41,POPAND,A,ND,5,126,900,0.9
41,POPAND,A,ND,5,127,900,0.9
41,POPAND,A,ND,5,128,900,0.9
41,POPAND,A,ND,5,129,900,0.9
41,POPAND,A,ND,5,130,1000,1
41,POPAND,A,ND,5,131,1000,1
41,POPAND,A,ND,5,132,1000,1
41,POPAND,A,ND,5,133,900,0.9
41,POPAND,A,ND,5,134,900,0.9
41,POPAND,A,ND,5,135,500,0.5
41,POPAND,A,ND,5,136,500,0.5
41,POPAND,A,ND,5,137,733,0.733
41,POPAND,A,ND,5,138,733,0.733
41,POPAND,A,ND,5,139,733,0.733
41,POPAND,A,ND,5,140,600,0.6
41,POPAND,A,ND,5,141,600,0.6
41,POPAND,A,ND,5,142,700,0.7
41,POPAND,A,ND,5,143,500,0.5
41,POPAND,A,ND,5,144,500,0.5
41,POPAND,A,ND,5,145,500,0.5
41,POPAND,A,ND,5,146,800,0.8
41,POPAND,A,ND,5,147,400,0.4
41,POPAND,A,ND,5,148,400,0.4
41,POPAND,A,ND,5,149,600,0.6
41,POPAND,A,ND,5,150,800,0.8
41,POPAND,A,ND,5,151,800,0.8
41,POPAND,A,ND,5,152,800,0.8
41,POPAND,A,ND,5,153,800,0.8
41,POPAND,A,ND,5,154,600,0.6
41,POPAND,A,ND,5,155,600,0.6
41,POPAND,A,ND,5,156,750,0.75
41,POPAND,A,ND,5,157,750,0.75
41,POPAND,A,ND,5,158,1067,1.067
41,POPAND,A,ND,5,159,1067,1.067
41,POPAND,A,ND,5,160,1067,1.067
41,POPAND,A,ND,5,161,1000,1
41,POPAND,A,ND,5,162,1000,1
41,POPAND,A,ND,5,163,1700,1.7
41,POPAND,A,ND,5,164,1700,1.7
41,POPAND,A,ND,5,165,1267,1.267
41,POPAND,A,ND,5,166,1267,1.267
41,POPAND,A,ND,5,167,1267,1.267
41,POPAND,A,ND,5,168,780,0.78
41,POPAND,A,ND,5,169,800,0.8
41,POPAND,A,ND,5,170,771,0.771
41,POPAND,A,ND,5,171,771,0.771
41,POPAND,A,ND,5,172,771,0.771
41,POPAND,A,ND,5,173,771,0.771
41,POPAND,A,ND,5,174,771,0.771
41,POPAND,A,ND,5,175,771,0.771
41,POPAND,A,ND,5,176,743,0.743
41,POPAND,A,ND,5,177,743,0.743
41,POPAND,A,ND,5,178,743,0.743
41,POPAND,A,ND,5,179,743,0.743
41,POPAND,A,ND,5,180,743,0.743
41,POPAND,A,ND,5,181,743,0.743
41,POPAND,A,ND,5,182,743,0.743
41,POPAND,A,ND,5,183,743,0.743
41,POPAND,A,ND,5,184,1086,1.086
41,POPAND,A,ND,5,185,1086,1.086
41,POPAND,A,ND,5,186,1086,1.086
41,POPAND,A,ND,5,187,1086,1.086
41,POPAND,A,ND,5,188,1086,1.086
41,POPAND,A,ND,5,189,1086,1.086
41,POPAND,A,ND,5,190,1086,1.086
41,POPAND,A,ND,5,191,900,0.9
41,POPAND,A,ND,5,192,800,0.8
41,POPAND,A,ND,5,193,750,0.75
41,POPAND,A,ND,5,194,700,0.7
41,POPAND,A,ND,5,195,900,0.9
41,POPAND,A,ND,5,196,950,0.95
41,POPAND,A,ND,5,197,870,0.87
41,POPAND,A,ND,5,198,800,0.8
41,POPAND,A,ND,5,199,750,0.75
41,POPAND,A,ND,5,200,900,0.9
41,POPAND,A,ND,5,201,1000,1
41,POPAND,A,ND,5,202,825,0.825
41,POPAND,A,ND,5,203,750,0.75
41,POPAND,A,ND,5,204,900,0.9
41,POPAND,A,ND,5,205,1100,1.1
41,POPAND,A,ND,5,206,1100,1.1
41,POPAND,A,ND,5,207,1333,1.333
41,POPAND,A,ND,5,208,1333,1.333
41,POPAND,A,ND,5,209,1333,1.333
41,POPAND,A,ND,5,210,800,0.8
41,POPAND,A,ND,5,211,800,0.8
41,POPAND,A,ND,5,212,1440,1.44
41,POPAND,A,ND,5,213,1440,1.44
41,POPAND,A,ND,5,214,1440,1.44
41,POPAND,A,ND,5,215,1440,1.44
41,POPAND,A,ND,5,216,1440,1.44
41,POPAND,A,ND,5,217,1000,1
41,POPAND,A,ND,5,218,1000,1
41,POPAND,A,ND,5,219,1600,1.6
41,POPAND,A,ND,5,220,1600,1.6
41,POPAND,A,ND,5,221,1400,1.4
