Replicate,Species_Treatment,CO2,H2O,Glasshouse,Day,Transpiration (ml),Transpiration (l)
19,PILED,E,D,3,5,100,0.1
19,PILED,E,D,3,6,100,0.1
19,PILED,E,D,3,7,386,0.386
19,PILED,E,D,3,8,386,0.386
19,PILED,E,D,3,9,386,0.386
19,PILED,E,D,3,10,386,0.386
19,PILED,E,D,3,11,386,0.386
19,PILED,E,D,3,12,386,0.386
19,PILED,E,D,3,13,386,0.386
19,PILED,E,D,3,14,100,0.1
19,PILED,E,D,3,15,100,0.1
19,PILED,E,D,3,16,500,0.5
19,PILED,E,D,3,17,1300,1.3
19,PILED,E,D,3,18,133,0.133
19,PILED,E,D,3,19,133,0.133
19,PILED,E,D,3,20,133,0.133
19,PILED,E,D,3,21,500,0.5
19,PILED,E,D,3,22,500,0.5
19,PILED,E,D,3,23,600,0.6
19,PILED,E,D,3,24,600,0.6
19,PILED,E,D,3,25,400,0.4
19,PILED,E,D,3,26,400,0.4
19,PILED,E,D,3,27,400,0.4
19,PILED,E,D,3,28,500,0.5
19,PILED,E,D,3,29,600,0.6
19,PILED,E,D,3,30,600,0.6
19,PILED,E,D,3,31,600,0.6
19,PILED,E,D,3,32,1000,1
19,PILED,E,D,3,33,400,0.4
19,PILED,E,D,3,34,400,0.4
19,PILED,E,D,3,35,600,0.6
19,PILED,E,D,3,36,600,0.6
19,PILED,E,D,3,37,950,0.95
19,PILED,E,D,3,38,950,0.95
19,PILED,E,D,3,39,833,0.833
19,PILED,E,D,3,40,833,0.833
19,PILED,E,D,3,41,833,0.833
19,PILED,E,D,3,42,400,0.4
19,PILED,E,D,3,43,500,0.5
19,PILED,E,D,3,44,400,0.4
19,PILED,E,D,3,45,400,0.4
19,PILED,E,D,3,46,600,0.6
19,PILED,E,D,3,47,600,0.6
19,PILED,E,D,3,48,400,0.4
19,PILED,E,D,3,49,950,0.95
19,PILED,E,D,3,50,950,0.95
19,PILED,E,D,3,51,1000,1
19,PILED,E,D,3,52,1000,1
19,PILED,E,D,3,53,567,0.567
19,PILED,E,D,3,54,567,0.567
19,PILED,E,D,3,55,567,0.567
19,PILED,E,D,3,56,450,0.45
19,PILED,E,D,3,57,450,0.45
19,PILED,E,D,3,58,550,0.55
19,PILED,E,D,3,59,550,0.55
19,PILED,E,D,3,60,667,0.667
19,PILED,E,D,3,61,667,0.667
19,PILED,E,D,3,62,667,0.667
19,PILED,E,D,3,63,733,0.733
19,PILED,E,D,3,64,733,0.733
19,PILED,E,D,3,65,733,0.733
19,PILED,E,D,3,66,500,0.5
19,PILED,E,D,3,67,800,0.8
19,PILED,E,D,3,68,800,0.8
19,PILED,E,D,3,69,800,0.8
19,PILED,E,D,3,70,700,0.7
19,PILED,E,D,3,71,700,0.7
19,PILED,E,D,3,72,740,0.74
19,PILED,E,D,3,73,740,0.74
19,PILED,E,D,3,74,740,0.74
19,PILED,E,D,3,75,740,0.74
19,PILED,E,D,3,76,740,0.74
19,PILED,E,D,3,77,750,0.75
19,PILED,E,D,3,78,750,0.75
19,PILED,E,D,3,79,500,0.5
19,PILED,E,D,3,80,500,0.5
19,PILED,E,D,3,81,733,0.733
19,PILED,E,D,3,82,733,0.733
19,PILED,E,D,3,83,733,0.733
19,PILED,E,D,3,84,933,0.933
19,PILED,E,D,3,85,933,0.933
19,PILED,E,D,3,86,933,0.933
19,PILED,E,D,3,87,800,0.8
19,PILED,E,D,3,88,667,0.667
19,PILED,E,D,3,89,667,0.667
19,PILED,E,D,3,90,667,0.667
19,PILED,E,D,3,91,600,0.6
19,PILED,E,D,3,92,600,0.6
19,PILED,E,D,3,93,800,0.8
19,PILED,E,D,3,94,800,0.8
19,PILED,E,D,3,95,733,0.733
19,PILED,E,D,3,96,733,0.733
19,PILED,E,D,3,97,733,0.733
19,PILED,E,D,3,98,650,0.65
19,PILED,E,D,3,99,650,0.65
19,PILED,E,D,3,100,950,0.95
19,PILED,E,D,3,101,950,0.95
19,PILED,E,D,3,102,767,0.767
19,PILED,E,D,3,103,767,0.767
19,PILED,E,D,3,104,767,0.767
19,PILED,E,D,3,105,800,0.8
19,PILED,E,D,3,106,800,0.8
19,PILED,E,D,3,107,650,0.65
19,PILED,E,D,3,108,650,0.65
19,PILED,E,D,3,109,675,0.675
19,PILED,E,D,3,110,675,0.675
19,PILED,E,D,3,111,675,0.675
19,PILED,E,D,3,112,675,0.675
19,PILED,E,D,3,113,1400,1.4
19,PILED,E,D,3,114,900,0.9
19,PILED,E,D,3,115,900,0.9
19,PILED,E,D,3,116,933,0.933
19,PILED,E,D,3,117,933,0.933
19,PILED,E,D,3,118,933,0.933
19,PILED,E,D,3,119,700,0.7
19,PILED,E,D,3,120,700,0.7
19,PILED,E,D,3,121,900,0.9
19,PILED,E,D,3,122,900,0.9
19,PILED,E,D,3,123,933,0.933
19,PILED,E,D,3,124,933,0.933
19,PILED,E,D,3,125,933,0.933
19,PILED,E,D,3,126,950,0.95
19,PILED,E,D,3,127,950,0.95
19,PILED,E,D,3,128,895,0.895
19,PILED,E,D,3,129,895,0.895
19,PILED,E,D,3,130,870,0.87
19,PILED,E,D,3,131,870,0.87
19,PILED,E,D,3,132,870,0.87
19,PILED,E,D,3,133,1100,1.1
19,PILED,E,D,3,134,1100,1.1
19,PILED,E,D,3,135,1000,1
19,PILED,E,D,3,136,1000,1
19,PILED,E,D,3,137,933,0.933
19,PILED,E,D,3,138,933,0.933
19,PILED,E,D,3,139,933,0.933
19,PILED,E,D,3,140,950,0.95
19,PILED,E,D,3,141,950,0.95
19,PILED,E,D,3,142,800,0.8
19,PILED,E,D,3,143,1000,1
19,PILED,E,D,3,144,1000,1
19,PILED,E,D,3,145,1000,1
19,PILED,E,D,3,146,400,0.4
19,PILED,E,D,3,147,400,0.4
19,PILED,E,D,3,148,400,0.4
19,PILED,E,D,3,149,400,0.4
19,PILED,E,D,3,150,1167,1.167
19,PILED,E,D,3,151,1167,1.167
19,PILED,E,D,3,152,1300,1.3
19,PILED,E,D,3,153,1300,1.3
19,PILED,E,D,3,154,1100,1.1
19,PILED,E,D,3,155,1100,1.1
19,PILED,E,D,3,156,1133,1.133
19,PILED,E,D,3,157,1133,1.133
19,PILED,E,D,3,158,1133,1.133
19,PILED,E,D,3,159,850,0.85
19,PILED,E,D,3,160,850,0.85
19,PILED,E,D,3,161,1171,1.171
19,PILED,E,D,3,162,1171,1.171
19,PILED,E,D,3,163,1171,1.171
19,PILED,E,D,3,164,1171,1.171
19,PILED,E,D,3,165,1171,1.171
19,PILED,E,D,3,166,1171,1.171
19,PILED,E,D,3,167,1171,1.171
20,PILED,E,D,3,1,400,0.4
20,PILED,E,D,3,2,400,0.4
20,PILED,E,D,3,3,200,0.2
20,PILED,E,D,3,4,800,0.8
20,PILED,E,D,3,5,300,0.3
20,PILED,E,D,3,6,300,0.3
20,PILED,E,D,3,7,300,0.3
20,PILED,E,D,3,8,300,0.3
20,PILED,E,D,3,9,650,0.65
20,PILED,E,D,3,10,650,0.65
20,PILED,E,D,3,11,433,0.433
20,PILED,E,D,3,12,433,0.433
20,PILED,E,D,3,13,433,0.433
20,PILED,E,D,3,14,400,0.4
20,PILED,E,D,3,15,400,0.4
20,PILED,E,D,3,16,300,0.3
20,PILED,E,D,3,17,300,0.3
20,PILED,E,D,3,18,300,0.3
20,PILED,E,D,3,19,50,0.05
20,PILED,E,D,3,20,200,0.2
20,PILED,E,D,3,21,614,0.614
20,PILED,E,D,3,22,614,0.614
20,PILED,E,D,3,23,614,0.614
20,PILED,E,D,3,24,614,0.614
20,PILED,E,D,3,25,614,0.614
20,PILED,E,D,3,26,614,0.614
20,PILED,E,D,3,27,614,0.614
20,PILED,E,D,3,28,200,0.2
20,PILED,E,D,3,29,100,0.1
20,PILED,E,D,3,30,500,0.5
20,PILED,E,D,3,31,800,0.8
20,PILED,E,D,3,32,133,0.133
20,PILED,E,D,3,33,133,0.133
20,PILED,E,D,3,34,133,0.133
20,PILED,E,D,3,35,500,0.5
20,PILED,E,D,3,36,500,0.5
20,PILED,E,D,3,37,400,0.4
20,PILED,E,D,3,38,400,0.4
20,PILED,E,D,3,39,267,0.267
20,PILED,E,D,3,40,267,0.267
20,PILED,E,D,3,41,267,0.267
20,PILED,E,D,3,42,500,0.5
20,PILED,E,D,3,43,500,0.5
20,PILED,E,D,3,44,400,0.4
20,PILED,E,D,3,45,400,0.4
20,PILED,E,D,3,46,600,0.6
20,PILED,E,D,3,47,600,0.6
20,PILED,E,D,3,48,800,0.8
20,PILED,E,D,3,49,850,0.85
20,PILED,E,D,3,50,850,0.85
20,PILED,E,D,3,51,850,0.85
20,PILED,E,D,3,52,850,0.85
20,PILED,E,D,3,53,700,0.7
20,PILED,E,D,3,54,700,0.7
20,PILED,E,D,3,55,700,0.7
20,PILED,E,D,3,56,450,0.45
20,PILED,E,D,3,57,450,0.45
20,PILED,E,D,3,58,650,0.65
20,PILED,E,D,3,59,650,0.65
20,PILED,E,D,3,60,467,0.467
20,PILED,E,D,3,61,467,0.467
20,PILED,E,D,3,62,467,0.467
20,PILED,E,D,3,63,667,0.667
20,PILED,E,D,3,64,667,0.667
20,PILED,E,D,3,65,667,0.667
20,PILED,E,D,3,66,300,0.3
20,PILED,E,D,3,67,800,0.8
20,PILED,E,D,3,68,800,0.8
20,PILED,E,D,3,69,800,0.8
20,PILED,E,D,3,70,600,0.6
20,PILED,E,D,3,71,600,0.6
20,PILED,E,D,3,72,780,0.78
20,PILED,E,D,3,73,780,0.78
20,PILED,E,D,3,74,780,0.78
20,PILED,E,D,3,75,780,0.78
20,PILED,E,D,3,76,780,0.78
20,PILED,E,D,3,77,650,0.65
20,PILED,E,D,3,78,650,0.65
20,PILED,E,D,3,79,700,0.7
20,PILED,E,D,3,80,700,0.7
20,PILED,E,D,3,81,933,0.933
20,PILED,E,D,3,82,933,0.933
20,PILED,E,D,3,83,933,0.933
20,PILED,E,D,3,84,933,0.933
20,PILED,E,D,3,85,933,0.933
20,PILED,E,D,3,86,933,0.933
20,PILED,E,D,3,87,800,0.8
20,PILED,E,D,3,88,733,0.733
20,PILED,E,D,3,89,733,0.733
20,PILED,E,D,3,90,733,0.733
20,PILED,E,D,3,91,600,0.6
20,PILED,E,D,3,92,600,0.6
20,PILED,E,D,3,93,800,0.8
20,PILED,E,D,3,94,800,0.8
20,PILED,E,D,3,95,733,0.733
20,PILED,E,D,3,96,733,0.733
20,PILED,E,D,3,97,733,0.733
20,PILED,E,D,3,98,750,0.75
20,PILED,E,D,3,99,750,0.75
20,PILED,E,D,3,100,950,0.95
20,PILED,E,D,3,101,950,0.95
20,PILED,E,D,3,102,833,0.833
20,PILED,E,D,3,103,833,0.833
20,PILED,E,D,3,104,833,0.833
20,PILED,E,D,3,105,500,0.5
20,PILED,E,D,3,106,500,0.5
20,PILED,E,D,3,107,1150,1.15
20,PILED,E,D,3,108,1150,1.15
20,PILED,E,D,3,109,775,0.775
20,PILED,E,D,3,110,775,0.775
20,PILED,E,D,3,111,775,0.775
20,PILED,E,D,3,112,775,0.775
20,PILED,E,D,3,113,1000,1
20,PILED,E,D,3,114,1000,1
20,PILED,E,D,3,115,1000,1
20,PILED,E,D,3,116,933,0.933
20,PILED,E,D,3,117,933,0.933
20,PILED,E,D,3,118,933,0.933
20,PILED,E,D,3,119,900,0.9
20,PILED,E,D,3,120,900,0.9
20,PILED,E,D,3,121,1400,1.4
20,PILED,E,D,3,122,1400,1.4
20,PILED,E,D,3,123,800,0.8
20,PILED,E,D,3,124,800,0.8
20,PILED,E,D,3,125,800,0.8
20,PILED,E,D,3,126,850,0.85
20,PILED,E,D,3,127,850,0.85
20,PILED,E,D,3,128,1000,1
20,PILED,E,D,3,129,1000,1
20,PILED,E,D,3,130,800,0.8
20,PILED,E,D,3,131,800,0.8
20,PILED,E,D,3,132,800,0.8
20,PILED,E,D,3,133,1000,1
20,PILED,E,D,3,134,1000,1
20,PILED,E,D,3,135,100,0.1
20,PILED,E,D,3,136,100,0.1
20,PILED,E,D,3,137,1067,1.067
20,PILED,E,D,3,138,1067,1.067
20,PILED,E,D,3,139,1067,1.067
20,PILED,E,D,3,140,1050,1.05
20,PILED,E,D,3,141,1050,1.05
20,PILED,E,D,3,142,600,0.6
20,PILED,E,D,3,143,1000,1
20,PILED,E,D,3,144,1000,1
20,PILED,E,D,3,145,1000,1
20,PILED,E,D,3,146,400,0.4
20,PILED,E,D,3,147,400,0.4
20,PILED,E,D,3,148,400,0.4
20,PILED,E,D,3,149,400,0.4
20,PILED,E,D,3,150,1233,1.233
20,PILED,E,D,3,151,1233,1.233
20,PILED,E,D,3,152,1300,1.3
20,PILED,E,D,3,153,1300,1.3
20,PILED,E,D,3,154,1200,1.2
20,PILED,E,D,3,155,1200,1.2
20,PILED,E,D,3,156,1067,1.067
20,PILED,E,D,3,157,1067,1.067
20,PILED,E,D,3,158,1067,1.067
20,PILED,E,D,3,159,850,0.85
20,PILED,E,D,3,160,850,0.85
20,PILED,E,D,3,161,1000,1
20,PILED,E,D,3,162,1000,1
20,PILED,E,D,3,163,1000,1
20,PILED,E,D,3,164,1000,1
20,PILED,E,D,3,165,1000,1
20,PILED,E,D,3,166,1000,1
20,PILED,E,D,3,167,1000,1
21,PILED,E,D,3,1,400,0.4
21,PILED,E,D,3,2,200,0.2
21,PILED,E,D,3,3,200,0.2
21,PILED,E,D,3,4,367,0.367
21,PILED,E,D,3,5,367,0.367
21,PILED,E,D,3,6,367,0.367
21,PILED,E,D,3,7,414,0.414
21,PILED,E,D,3,8,414,0.414
21,PILED,E,D,3,9,414,0.414
21,PILED,E,D,3,10,414,0.414
21,PILED,E,D,3,11,414,0.414
21,PILED,E,D,3,12,414,0.414
21,PILED,E,D,3,13,414,0.414
21,PILED,E,D,3,14,200,0.2
21,PILED,E,D,3,15,200,0.2
21,PILED,E,D,3,16,200,0.2
21,PILED,E,D,3,17,400,0.4
21,PILED,E,D,3,18,800,0.8
21,PILED,E,D,3,19,200,0.2
21,PILED,E,D,3,20,200,0.2
21,PILED,E,D,3,21,400,0.4
21,PILED,E,D,3,22,400,0.4
21,PILED,E,D,3,23,450,0.45
21,PILED,E,D,3,24,450,0.45
21,PILED,E,D,3,25,567,0.567
21,PILED,E,D,3,26,567,0.567
21,PILED,E,D,3,27,567,0.567
21,PILED,E,D,3,28,400,0.4
21,PILED,E,D,3,29,50,0.05
21,PILED,E,D,3,30,300,0.3
21,PILED,E,D,3,31,1900,1.9
21,PILED,E,D,3,32,133,0.133
21,PILED,E,D,3,33,133,0.133
21,PILED,E,D,3,34,133,0.133
21,PILED,E,D,3,35,600,0.6
21,PILED,E,D,3,36,600,0.6
21,PILED,E,D,3,37,400,0.4
21,PILED,E,D,3,38,400,0.4
21,PILED,E,D,3,39,400,0.4
21,PILED,E,D,3,40,400,0.4
21,PILED,E,D,3,41,400,0.4
21,PILED,E,D,3,42,400,0.4
21,PILED,E,D,3,43,400,0.4
21,PILED,E,D,3,44,500,0.5
21,PILED,E,D,3,45,500,0.5
21,PILED,E,D,3,46,600,0.6
21,PILED,E,D,3,47,600,0.6
21,PILED,E,D,3,48,600,0.6
21,PILED,E,D,3,49,1050,1.05
21,PILED,E,D,3,50,1050,1.05
21,PILED,E,D,3,51,700,0.7
21,PILED,E,D,3,52,700,0.7
21,PILED,E,D,3,53,633,0.633
21,PILED,E,D,3,54,633,0.633
21,PILED,E,D,3,55,633,0.633
21,PILED,E,D,3,56,450,0.45
21,PILED,E,D,3,57,450,0.45
21,PILED,E,D,3,58,550,0.55
21,PILED,E,D,3,59,550,0.55
21,PILED,E,D,3,60,600,0.6
21,PILED,E,D,3,61,600,0.6
21,PILED,E,D,3,62,600,0.6
21,PILED,E,D,3,63,800,0.8
21,PILED,E,D,3,64,800,0.8
21,PILED,E,D,3,65,800,0.8
21,PILED,E,D,3,66,300,0.3
21,PILED,E,D,3,67,867,0.867
21,PILED,E,D,3,68,867,0.867
21,PILED,E,D,3,69,867,0.867
21,PILED,E,D,3,70,700,0.7
21,PILED,E,D,3,71,700,0.7
21,PILED,E,D,3,72,700,0.7
21,PILED,E,D,3,73,700,0.7
21,PILED,E,D,3,74,700,0.7
21,PILED,E,D,3,75,700,0.7
21,PILED,E,D,3,76,700,0.7
21,PILED,E,D,3,77,850,0.85
21,PILED,E,D,3,78,850,0.85
21,PILED,E,D,3,79,400,0.4
21,PILED,E,D,3,80,400,0.4
21,PILED,E,D,3,81,733,0.733
21,PILED,E,D,3,82,733,0.733
21,PILED,E,D,3,83,733,0.733
21,PILED,E,D,3,84,933,0.933
21,PILED,E,D,3,85,933,0.933
21,PILED,E,D,3,86,933,0.933
21,PILED,E,D,3,87,600,0.6
21,PILED,E,D,3,88,733,0.733
21,PILED,E,D,3,89,733,0.733
21,PILED,E,D,3,90,733,0.733
21,PILED,E,D,3,91,700,0.7
21,PILED,E,D,3,92,700,0.7
21,PILED,E,D,3,93,800,0.8
21,PILED,E,D,3,94,800,0.8
21,PILED,E,D,3,95,667,0.667
21,PILED,E,D,3,96,667,0.667
21,PILED,E,D,3,97,667,0.667
21,PILED,E,D,3,98,750,0.75
21,PILED,E,D,3,99,750,0.75
21,PILED,E,D,3,100,850,0.85
21,PILED,E,D,3,101,850,0.85
21,PILED,E,D,3,102,900,0.9
21,PILED,E,D,3,103,900,0.9
21,PILED,E,D,3,104,900,0.9
21,PILED,E,D,3,105,700,0.7
21,PILED,E,D,3,106,700,0.7
21,PILED,E,D,3,107,950,0.95
21,PILED,E,D,3,108,950,0.95
21,PILED,E,D,3,109,725,0.725
21,PILED,E,D,3,110,725,0.725
21,PILED,E,D,3,111,725,0.725
21,PILED,E,D,3,112,725,0.725
21,PILED,E,D,3,113,1000,1
21,PILED,E,D,3,114,900,0.9
21,PILED,E,D,3,115,900,0.9
21,PILED,E,D,3,116,933,0.933
21,PILED,E,D,3,117,933,0.933
21,PILED,E,D,3,118,933,0.933
21,PILED,E,D,3,119,800,0.8
21,PILED,E,D,3,120,800,0.8
21,PILED,E,D,3,121,900,0.9
21,PILED,E,D,3,122,900,0.9
21,PILED,E,D,3,123,867,0.867
21,PILED,E,D,3,124,867,0.867
21,PILED,E,D,3,125,867,0.867
21,PILED,E,D,3,126,1050,1.05
21,PILED,E,D,3,127,1050,1.05
21,PILED,E,D,3,128,600,0.6
21,PILED,E,D,3,129,600,0.6
21,PILED,E,D,3,130,1000,1
21,PILED,E,D,3,131,1000,1
21,PILED,E,D,3,132,1000,1
21,PILED,E,D,3,133,1300,1.3
21,PILED,E,D,3,134,1300,1.3
21,PILED,E,D,3,135,900,0.9
21,PILED,E,D,3,136,900,0.9
21,PILED,E,D,3,137,933,0.933
21,PILED,E,D,3,138,933,0.933
21,PILED,E,D,3,139,933,0.933
21,PILED,E,D,3,140,1050,1.05
21,PILED,E,D,3,141,1050,1.05
21,PILED,E,D,3,142,800,0.8
21,PILED,E,D,3,143,1000,1
21,PILED,E,D,3,144,1000,1
21,PILED,E,D,3,145,1000,1
21,PILED,E,D,3,146,1266.75,1.26675
21,PILED,E,D,3,147,1266.75,1.26675
21,PILED,E,D,3,148,1266.75,1.26675
21,PILED,E,D,3,149,1266.75,1.26675
21,PILED,E,D,3,150,1267,1.267
21,PILED,E,D,3,151,1267,1.267
21,PILED,E,D,3,152,1000,1
21,PILED,E,D,3,153,1000,1
21,PILED,E,D,3,154,1300,1.3
21,PILED,E,D,3,155,1300,1.3
21,PILED,E,D,3,156,1133,1.133
21,PILED,E,D,3,157,1133,1.133
21,PILED,E,D,3,158,1133,1.133
21,PILED,E,D,3,159,850,0.85
21,PILED,E,D,3,160,850,0.85
21,PILED,E,D,3,161,1143,1.143
21,PILED,E,D,3,162,1143,1.143
21,PILED,E,D,3,163,1143,1.143
21,PILED,E,D,3,164,1143,1.143
21,PILED,E,D,3,165,1143,1.143
21,PILED,E,D,3,166,1143,1.143
21,PILED,E,D,3,167,1143,1.143
22,PILEND,E,ND,3,1,800,0.8
22,PILEND,E,ND,3,2,50,0.05
22,PILEND,E,ND,3,3,50,0.05
22,PILEND,E,ND,3,4,1000,1
22,PILEND,E,ND,3,5,1000,1
22,PILEND,E,ND,3,6,1000,1
22,PILEND,E,ND,3,7,493,0.493
22,PILEND,E,ND,3,8,493,0.493
22,PILEND,E,ND,3,9,493,0.493
22,PILEND,E,ND,3,10,493,0.493
22,PILEND,E,ND,3,11,493,0.493
22,PILEND,E,ND,3,12,493,0.493
22,PILEND,E,ND,3,13,493,0.493
22,PILEND,E,ND,3,14,400,0.4
22,PILEND,E,ND,3,15,200,0.2
22,PILEND,E,ND,3,16,1000,1
22,PILEND,E,ND,3,17,1600,1.6
22,PILEND,E,ND,3,18,333,0.333
22,PILEND,E,ND,3,19,333,0.333
22,PILEND,E,ND,3,20,333,0.333
22,PILEND,E,ND,3,21,1000,1
22,PILEND,E,ND,3,22,1000,1
22,PILEND,E,ND,3,23,900,0.9
22,PILEND,E,ND,3,24,900,0.9
22,PILEND,E,ND,3,25,800,0.8
22,PILEND,E,ND,3,26,800,0.8
22,PILEND,E,ND,3,27,800,0.8
22,PILEND,E,ND,3,28,800,0.8
22,PILEND,E,ND,3,29,800,0.8
22,PILEND,E,ND,3,30,800,0.8
22,PILEND,E,ND,3,31,1200,1.2
22,PILEND,E,ND,3,32,1600,1.6
22,PILEND,E,ND,3,33,900,0.9
22,PILEND,E,ND,3,34,900,0.9
22,PILEND,E,ND,3,35,1100,1.1
22,PILEND,E,ND,3,36,1100,1.1
22,PILEND,E,ND,3,37,900,0.9
22,PILEND,E,ND,3,38,900,0.9
22,PILEND,E,ND,3,39,600,0.6
22,PILEND,E,ND,3,40,600,0.6
22,PILEND,E,ND,3,41,600,0.6
22,PILEND,E,ND,3,42,800,0.8
22,PILEND,E,ND,3,43,800,0.8
22,PILEND,E,ND,3,44,800,0.8
22,PILEND,E,ND,3,45,800,0.8
22,PILEND,E,ND,3,46,1500,1.5
22,PILEND,E,ND,3,47,1500,1.5
22,PILEND,E,ND,3,48,800,0.8
22,PILEND,E,ND,3,49,2300,2.3
22,PILEND,E,ND,3,50,2300,2.3
22,PILEND,E,ND,3,51,1900,1.9
22,PILEND,E,ND,3,52,1900,1.9
22,PILEND,E,ND,3,53,1733,1.733
22,PILEND,E,ND,3,54,1733,1.733
22,PILEND,E,ND,3,55,1733,1.733
22,PILEND,E,ND,3,56,1250,1.25
22,PILEND,E,ND,3,57,1250,1.25
22,PILEND,E,ND,3,58,1550,1.55
22,PILEND,E,ND,3,59,1550,1.55
22,PILEND,E,ND,3,60,1333,1.333
22,PILEND,E,ND,3,61,1333,1.333
22,PILEND,E,ND,3,62,1333,1.333
22,PILEND,E,ND,3,63,1833,1.833
22,PILEND,E,ND,3,64,1833,1.833
22,PILEND,E,ND,3,65,1833,1.833
22,PILEND,E,ND,3,66,1200,1.2
22,PILEND,E,ND,3,67,1667,1.667
22,PILEND,E,ND,3,68,1667,1.667
22,PILEND,E,ND,3,69,1667,1.667
22,PILEND,E,ND,3,70,1850,1.85
22,PILEND,E,ND,3,71,1850,1.85
22,PILEND,E,ND,3,72,1640,1.64
22,PILEND,E,ND,3,73,1640,1.64
22,PILEND,E,ND,3,74,1640,1.64
22,PILEND,E,ND,3,75,1640,1.64
22,PILEND,E,ND,3,76,1640,1.64
22,PILEND,E,ND,3,77,1900,1.9
22,PILEND,E,ND,3,78,1900,1.9
22,PILEND,E,ND,3,79,1400,1.4
22,PILEND,E,ND,3,80,1400,1.4
22,PILEND,E,ND,3,81,1467,1.467
22,PILEND,E,ND,3,82,1467,1.467
22,PILEND,E,ND,3,83,1467,1.467
22,PILEND,E,ND,3,84,2167,2.167
22,PILEND,E,ND,3,85,2167,2.167
22,PILEND,E,ND,3,86,2167,2.167
22,PILEND,E,ND,3,87,1800,1.8
22,PILEND,E,ND,3,88,1967,1.967
22,PILEND,E,ND,3,89,1967,1.967
22,PILEND,E,ND,3,90,1967,1.967
22,PILEND,E,ND,3,91,1700,1.7
22,PILEND,E,ND,3,92,1700,1.7
22,PILEND,E,ND,3,93,1900,1.9
22,PILEND,E,ND,3,94,1900,1.9
22,PILEND,E,ND,3,95,1667,1.667
22,PILEND,E,ND,3,96,1667,1.667
22,PILEND,E,ND,3,97,1667,1.667
22,PILEND,E,ND,3,98,1700,1.7
22,PILEND,E,ND,3,99,1700,1.7
22,PILEND,E,ND,3,100,2200,2.2
22,PILEND,E,ND,3,101,2200,2.2
22,PILEND,E,ND,3,102,2133,2.133
22,PILEND,E,ND,3,103,2133,2.133
22,PILEND,E,ND,3,104,2133,2.133
22,PILEND,E,ND,3,105,1800,1.8
22,PILEND,E,ND,3,106,1800,1.8
22,PILEND,E,ND,3,107,2100,2.1
22,PILEND,E,ND,3,108,2100,2.1
22,PILEND,E,ND,3,109,1725,1.725
22,PILEND,E,ND,3,110,1725,1.725
22,PILEND,E,ND,3,111,1725,1.725
22,PILEND,E,ND,3,112,1725,1.725
22,PILEND,E,ND,3,113,1500,1.5
22,PILEND,E,ND,3,114,2400,2.4
22,PILEND,E,ND,3,115,2400,2.4
22,PILEND,E,ND,3,116,2100,2.1
22,PILEND,E,ND,3,117,2100,2.1
22,PILEND,E,ND,3,118,2100,2.1
22,PILEND,E,ND,3,119,1900,1.9
22,PILEND,E,ND,3,120,1900,1.9
22,PILEND,E,ND,3,121,1400,1.4
22,PILEND,E,ND,3,122,1400,1.4
22,PILEND,E,ND,3,123,2267,2.267
22,PILEND,E,ND,3,124,2267,2.267
22,PILEND,E,ND,3,125,2267,2.267
22,PILEND,E,ND,3,126,1700,1.7
22,PILEND,E,ND,3,127,1700,1.7
22,PILEND,E,ND,3,128,2600,2.6
22,PILEND,E,ND,3,129,2600,2.6
22,PILEND,E,ND,3,130,1533,1.533
22,PILEND,E,ND,3,131,1533,1.533
22,PILEND,E,ND,3,132,1533,1.533
22,PILEND,E,ND,3,133,3400,3.4
22,PILEND,E,ND,3,134,3400,3.4
22,PILEND,E,ND,3,135,2100,2.1
22,PILEND,E,ND,3,136,2100,2.1
22,PILEND,E,ND,3,137,3000,3
22,PILEND,E,ND,3,138,3000,3
22,PILEND,E,ND,3,139,3000,3
22,PILEND,E,ND,3,140,3200,3.2
22,PILEND,E,ND,3,141,3200,3.2
22,PILEND,E,ND,3,142,2600,2.6
22,PILEND,E,ND,3,143,3000,3
22,PILEND,E,ND,3,144,3000,3
22,PILEND,E,ND,3,145,3000,3
22,PILEND,E,ND,3,146,1966.75,1.96675
22,PILEND,E,ND,3,147,1966.75,1.96675
22,PILEND,E,ND,3,148,1966.75,1.96675
22,PILEND,E,ND,3,149,1966.75,1.96675
22,PILEND,E,ND,3,150,2867,2.867
22,PILEND,E,ND,3,151,2867,2.867
22,PILEND,E,ND,3,152,2600,2.6
22,PILEND,E,ND,3,153,2600,2.6
22,PILEND,E,ND,3,154,2900,2.9
22,PILEND,E,ND,3,155,2900,2.9
22,PILEND,E,ND,3,156,2467,2.467
22,PILEND,E,ND,3,157,2467,2.467
22,PILEND,E,ND,3,158,2467,2.467
22,PILEND,E,ND,3,159,2000,2
22,PILEND,E,ND,3,160,2000,2
22,PILEND,E,ND,3,161,2314,2.314
22,PILEND,E,ND,3,162,2314,2.314
22,PILEND,E,ND,3,163,2314,2.314
22,PILEND,E,ND,3,164,2314,2.314
22,PILEND,E,ND,3,165,2314,2.314
22,PILEND,E,ND,3,166,2314,2.314
22,PILEND,E,ND,3,167,2314,2.314
23,PILEND,E,ND,3,1,200,0.2
23,PILEND,E,ND,3,2,300,0.3
23,PILEND,E,ND,3,3,300,0.3
23,PILEND,E,ND,3,4,333,0.333
23,PILEND,E,ND,3,5,333,0.333
23,PILEND,E,ND,3,6,333,0.333
23,PILEND,E,ND,3,7,636,0.636
23,PILEND,E,ND,3,8,636,0.636
