id,series,WorldClim: Temperature - warmest month max,Precipitation - annual (Bio12)
"713c5207-73da-47f6-800f-de8fc988d234","Eucalyptus pilularis",266.0,1351.0
"55eafea6-6ed6-4862-899f-b736bbf64b05","Eucalyptus pilularis",266.0,1351.0
"272bf5d5-d5a9-41c2-a43b-85b729ef3a42","Eucalyptus pilularis",271.0,1170.0
"8ad6536b-b078-435a-ac8d-f90cb0a6dff7","Eucalyptus pilularis",261.0,1349.0
"a83639c6-1d02-457d-aaba-d03318434db8","Eucalyptus pilularis",287.0,1214.0
"964d2e7d-3859-4c59-b7fa-c8a4452d1032","Eucalyptus pilularis",265.0,1314.0
"8f94d2cf-7b89-4b73-9041-bf799a16ec11","Eucalyptus pilularis",264.0,1110.0
"5bebdfe1-5ece-438e-956e-6c00c2f29799","Eucalyptus pilularis",264.0,1110.0
"854ff0b3-bf3c-4099-a6be-fcf1afcdead2","Eucalyptus pilularis",266.0,1320.0
"9fb0c92a-3344-4149-bb1b-f0436aed3562","Eucalyptus pilularis",262.0,1303.0
"fa1ca817-1264-42d6-95a5-32ad9d53f7f7","Eucalyptus pilularis",267.0,1035.0
"e6736612-3fef-4afb-9026-43f7dbf138f1","Eucalyptus pilularis",255.0,1133.0
"c0def248-2672-4791-821f-5ea1fcf69291","Eucalyptus pilularis",263.0,1313.0
"80c16ee3-f634-4bd4-a8d5-58cfd1d1c6a5","Eucalyptus pilularis",268.0,1011.0
"be423849-3922-424f-af60-54b2cad0dd0b","Eucalyptus pilularis",267.0,1251.0
"38fa52e1-074f-429d-80b7-56b81dbc2775","Eucalyptus pilularis",265.0,1297.0
"e916a30a-0c03-4edc-a162-938811fa066f","Eucalyptus pilularis",273.0,1189.0
"14a6f0b0-0a0b-4186-89ca-a39ebcf8fa5e","Eucalyptus pilularis",259.0,1319.0
"6a66f34b-ba32-4bb1-985e-a8c6fd5e8af0","Eucalyptus pilularis",NaN,1152.0
"64827046-5e64-47da-be9c-53d657de422d","Eucalyptus pilularis",NaN,1286.0
